spkr_id,age,gender
main-6074177255672442633,47,male
pretrain-6058554312133246129,46,male
main-6135089340857752013,41,female
pretrain-6037519709801129291,53,female
pretrain-5990342930028348344,40,female
pretrain-6076465614247819527,48,female
pretrain-5569435705523678468,53,male
main-6239727629090265682,38,female
pretrain-5564611598256805827,64,male
main-6220415738140479895,42,female
pretrain-6150643994416961100,53,male
main-6127617386252920200,45,female
pretrain-5921313356653631779,50,male
main-6214517030056215518,52,male
main-6259402874273258680,32,female
pretrain-5658894290841894014,43,male
pretrain-6292769616202358080,45,male
main-6243817296949521009,35,female
pretrain-5716149640871387778,47,female
main-6116469369139408183,52,male
main-6226414948460245755,44,male
main-6075966968544748758,60,male
main-6129167439950051536,41,male
pretrain-5964745783937713207,54,male
pretrain-5682987768882257681,51,male
pretrain-6047428199353014064,52,male
main-6281667984735645655,47,male
main-5951306831268451355,43,female
main-6257056533639451638,47,male
main-6175120154043398820,40,male
pretrain-6205935685398735145,52,male
pretrain-6131372046663087880,59,male
pretrain-6108699773300934952,44,male
main-6053790763905313279,43,male
pretrain-5925008746515048282,58,male
main-6355556454612448247,46,male
pretrain-5708592645914094895,53,male
pretrain-5924266576166299424,45,male
main-6218622159798381559,48,female
main-6207497335638040766,64,male
main-6002897978428092884,49,male
main-6215147101758537545,36,male
main-6389933372849561261,47,male
main-5946407991570661288,52,male
main-5859678428472397901,37,male
main-6095792967079748158,50,male
pretrain-5995995536486684322,55,female
pretrain-6083910510689103526,49,female
main-6209650402613110582,47,male
pretrain-6169368333840590009,35,male
main-6130448199197719090,53,male
pretrain-5562736845032101655,41,male
main-6017841887638440636,37,female
main-5556552092125886605,52,male
pretrain-6103875666034070938,47,male
pretrain-5955801085047056676,53,male
main-6211525155837816576,36,female
main-6237145494751910162,36,female
pretrain-6112022789497855344,52,female
main-6339077953587836416,57,female
pretrain-6256226745957798408,55,female
main-5970716647472558665,47,male
pretrain-5552760065500247250,57,male
pretrain-5996280292818343360,54,male
pretrain-6123214615277846463,36,female
pretrain-5710882292979596560,59,female
pretrain-6110906956994420042,50,female
main-5873420176335878087,55,male
pretrain-5952755094240730687,47,male
pretrain-6129843897299168958,54,female
main-6349420664333310663,35,male
pretrain-5958143560340715925,50,male
pretrain-5987057280047622650,38,female
pretrain-6247114543342596463,50,male
main-6118028442267921950,49,male
pretrain-6099353065471466274,62,male
pretrain-6116566005903570187,44,male
pretrain-6213705281237269841,53,male
main-5986589558108432370,49,male
main-5989937055618942609,52,male
main-6102449307395155677,54,male
pretrain-5990617378438626819,51,female
main-6107900909383881137,58,female
pretrain-6091711030292100450,55,male
main-6356603997135874072,48,female
main-6242704041426395698,49,female
main-5981073531610834466,41,male
pretrain-6150199465301890904,48,female
main-5964374698763338798,44,male
pretrain-5886052534146876085,45,male
pretrain-6022650533152812423,58,male
main-6037169240600213580,48,male
pretrain-6155417850566471662,62,male
main-6237508848985087174,60,male
main-6209677460907075383,50,male
pretrain-5560900746513059020,57,male
pretrain-5963524295238727185,46,male
pretrain-6247234373060640285,48,male
pretrain-5923168782525442292,49,male
main-6169801266544093076,43,male
pretrain-6127238570137412973,53,male
main-6240411817380452771,55,male
main-5987660293455265901,51,female
pretrain-5986906526694877663,40,female
pretrain-6216395648752134556,47,male
pretrain-6137648282372774883,53,male
pretrain-5938754359849182093,55,female
pretrain-5916118164212416257,55,male
pretrain-5860790395505332421,56,male
pretrain-6133898775923300756,46,female
pretrain-6210806178442879669,52,male
main-6107265683720867161,46,female
pretrain-5965831981166808482,53,male
main-6127571000606186220,39,male
pretrain-6235300376801571170,52,female
main-5688979248260157802,51,male
main-6126569843729427748,41,female
pretrain-6160095069951789749,49,male
pretrain-5916118164212324146,45,male
main-6290048324923676262,42,female
main-5726954919594682290,37,male
pretrain-6225537486641029331,47,female
main-6085267290727491911,47,male
main-6122035646755033360,47,female
main-6092102731179079790,43,female
main-5668581160081270549,34,male
pretrain-5964816650898032212,59,male
main-6127988471427294627,45,female
main-5941301704952504618,55,female
main-6347524006775395501,47,male
pretrain-6225237268427037398,44,male
main-6329062519350282760,32,female
main-6217470249568944212,50,male
main-6208622187442383782,48,male
main-5581758825689373538,45,male
pretrain-5868232714835781791,41,male
main-6326538367070482119,50,male
main-6084154035204366342,48,male
pretrain-6133007140712649015,48,male
main-5554241829217367363,48,male
main-6198142896736865730,48,female
main-6242607404662236823,47,male
main-6092727648920650841,64,female
pretrain-5857823002600525416,34,male
pretrain-6117976902660304352,56,female
pretrain-5870830311056405691,56,male
pretrain-5966724904868353490,43,male
main-6079758995170304650,46,female
main-6226650742164152616,46,male
pretrain-6229147836149985269,57,female
main-6055669382600582283,55,male
pretrain-5963675048721235039,45,male
main-6364791063795516278,58,male
pretrain-5923910952874190600,50,male
pretrain-5625996559341423918,59,male
main-5547350983687657340,44,male
main-5543216218671794127,44,male
pretrain-6131734112406115092,47,male
pretrain-6128359556601669052,47,male
main-5904784604511654871,41,male
pretrain-5883331242868129547,52,male
main-5986535441520502764,54,male
pretrain-5952766690652427723,46,male
pretrain-6151312720825015447,41,male
pretrain-6121680023462922047,53,male
pretrain-6211169532545710800,42,male
main-6235630230289903990,38,male
main-6328512334039666732,43,female
pretrain-5535415699068794046,47,male
pretrain-6285027078788341775,44,male
pretrain-5900148616812350350,53,male
main-5961813180268004649,58,male
main-6359603602295467662,56,male
main-6261273762027332658,48,male
pretrain-6074602457435442480,47,male
main-6081653075747837089,66,male
pretrain-6250029108149729984,49,male
pretrain-6196658556039368152,60,female
pretrain-6214033846235412384,54,female
main-6351037719520253414,51,female
pretrain-6211490366602652865,40,male
main-6122777817103782186,50,female
pretrain-5716118717106856576,51,male
pretrain-6212479927067722337,58,male
pretrain-6094995391652879450,58,male
main-6108645656713071245,32,female
main-6123941323744338551,48,female
main-5892739798226746824,34,female
main-6339526348173538836,33,male
main-5589300358764428968,33,male
main-6213964267765219950,57,female
main-5717618519686620060,48,female
pretrain-6226691973850194220,57,male
main-6374083655037216420,61,male
main-6198513981911240143,69,female
pretrain-6133589538277987850,51,male
main-6188865767378227249,25,female
main-5861089325229069888,52,female
pretrain-5943191920059414159,43,male
pretrain-6149846418990161011,38,male
main-5904606792865602249,40,male
main-5995874418408935143,60,male
pretrain-5887129711944727206,38,male
main-6250118013972757193,44,female
pretrain-6111985423282443027,43,female
main-6113879503859917352,48,female
pretrain-5950978266270305420,52,male
main-6316163444070195447,44,male
main-6369970794354565537,62,male
main-5985031773470172340,35,male
pretrain-6290574028920640730,39,male
pretrain-5955364286873051262,50,male
pretrain-5989268329210889795,54,male
pretrain-5705728332224388955,50,female
main-6129886417475464158,48,female
main-6214076366411644242,50,male
pretrain-5963284636063548508,48,male
main-5560900746513059020,53,male
pretrain-6260025215034449124,52,female
main-6366631027785194041,57,male
pretrain-6257427618813826066,57,male
main-6110618335192124194,48,female
main-6095367765317509779,55,male
main-5992252472488865584,30,female
main-5535496873950688380,43,male
main-6078193479590999514,53,male
main-6259789421329834604,42,male
main-6155097016509521849,52,male
main-6341381774045411442,43,female
pretrain-5965754671755540013,50,male
main-6029145812064046477,34,female
pretrain-6114985028441907894,56,male
pretrain-6139403206009858901,55,male
pretrain-6237508848985087174,62,male
pretrain-6084250671968526618,36,male
pretrain-5989855880737045450,44,male
pretrain-5768433995752531057,45,female
pretrain-5946535552099351181,52,male
pretrain-5987003163458974917,40,female
pretrain-6138429107427121863,47,male
main-6356998275133646895,55,male
main-6350152526760616781,43,male
main-5938762090790314894,51,female
main-6209488052849259712,59,male
pretrain-6206306770573109558,53,female
main-5984830769000649571,49,female
pretrain-6127288821254837887,41,male
main-6326360555424366722,52,male
main-6324698403080875597,52,female
pretrain-5550510361630596945,58,male
pretrain-5593985309090877794,43,male
main-6233411450184764997,44,male
main-5881893287817428595,42,female
pretrain-5989886804501514449,47,male
main-6119074696301163641,55,male
pretrain-5551615886212587457,38,male
pretrain-5939488799256800858,45,male
pretrain-5994390077711374584,54,female
main-6342440912980576694,49,female
main-6057501615649714781,58,male
main-5972190680379015338,49,female
pretrain-6237102974575619905,44,female
main-6012260148270326999,60,female
main-5988835396507516711,41,male
main-6098715262828006127,20,male
main-6384364518253565937,43,male
pretrain-6259402874273258680,52,male
main-6363283530274620169,35,female
main-6138042560370547560,34,male
main-5995882149350002168,48,male
pretrain-5985051100823002262,46,female
main-6122746893339311718,39,female
pretrain-5869376894123413630,51,male
pretrain-5929832853781920242,50,male
main-5986906526694877663,56,male
main-5964814073917719949,36,male
main-5972434204894288165,53,male
main-5932832458941449442,36,male
main-5975399020818655185,47,male
main-5958143560340715925,52,male
pretrain-5874162346684620088,52,male
main-6235238529272487589,46,female
main-5579903399817499316,34,male
main-6117922786072437795,47,male
pretrain-6143585645162771102,53,male
main-6169577069251241865,45,male
pretrain-6079426564832078625,51,male
main-5881120193704210724,56,male
pretrain-6281629330029981652,48,male
main-6082016429981085043,53,male
pretrain-6219963478084279489,40,female
main-5986918123106513616,52,female
pretrain-6126462899043757342,50,male
pretrain-5723119084302615213,34,female
pretrain-6180330808366909853,50,male
main-6104169441797205846,48,male
main-6197060564978272844,56,male
main-6125209198090053152,45,male
main-6123275174316720688,38,female
pretrain-5878224956249910967,35,male
pretrain-5910752891066184834,51,male
main-5860767202681934019,37,male
main-6288030549418434745,58,male
main-5981846625853885048,41,male
main-6095383227199770806,51,male
pretrain-6121328265641447573,55,female
pretrain-5956612833996420983,48,male
pretrain-6216237164458262506,54,male
main-6135359923797461274,47,female
main-5990714015202722745,41,female
main-6297810189821008710,62,male
pretrain-6113492956803278950,53,male
pretrain-6053105287124870760,42,male
main-5984784383353860191,48,male
pretrain-6077095685950143250,57,male
main-6233790266300297461,32,female
main-6257895340752297834,43,male
main-6129072091676077701,48,male
pretrain-6080493434577943913,47,male
main-5861924266871412340,43,male
main-6196658556039368152,58,female
main-6015889825001680841,47,male
main-6239750821913601121,45,female
pretrain-5880865072646762337,54,male
main-6223755504709850674,35,female
pretrain-6117969171719171551,50,male
pretrain-5989573701385630559,51,male
pretrain-5608960142065126132,62,male
main-6127980740486228454,54,male
main-5987010894400110682,45,female
pretrain-6232677010777147805,36,female
main-5854800204617596265,53,male
main-5638917538954721590,48,male
main-5983628607654568429,50,female
main-6077138206126372933,53,male
main-6117605817485929919,49,male
pretrain-6096747738309648778,49,female
main-6353264230566502930,43,female
main-6043400379022751996,33,male
main-6095331687592157754,57,female
pretrain-5939809633313874043,56,female
main-5969906187143803448,58,male
pretrain-5898290613960100635,46,male
pretrain-6215889272107286463,44,female
pretrain-6077169129890812371,40,female
pretrain-5859017433005545514,47,male
main-6119407126769938356,41,female
main-5551623617153720258,59,male
main-5929987472604579145,30,female
main-5537369050195015499,33,male
main-6129797511652436949,40,female
pretrain-6101649154987842231,51,male
main-6014777857968812796,60,male
pretrain-6130918498116695542,40,female
pretrain-6229716060323309759,33,female
pretrain-6230420864456523660,48,male
pretrain-6217825872861703027,54,male
main-6127609655311787399,54,female
main-6245205000882858789,34,female
main-5969337962970535534,49,male
main-6234184544428471564,58,male
pretrain-6093102599565591018,54,male
main-5983702051595260731,51,male
main-6199248421318950108,35,female
pretrain-6202286681314532268,46,male
main-6050172683455818432,42,female
main-6109387827061820104,50,male
pretrain-6025209474537289413,37,female
main-5949469444259224397,57,male
pretrain-5549925387084881693,48,male
pretrain-6058934416738940528,50,male
main-6363952256682671319,54,female
pretrain-6205564600224360734,45,female
main-6028572434060538276,45,male
pretrain-5717869775273436112,53,male
pretrain-6220067845789567034,54,female
main-5581816807747869545,45,male
main-6219317944499686919,33,female
main-6195000269166409759,47,male
pretrain-5969948707320095975,50,male
main-5963269174181283169,53,male
main-5548403680171906770,48,male
main-5988881782154250657,61,male
main-6281629330029981652,45,male
pretrain-6096492617382738688,32,male
pretrain-6108757755359496858,43,female
pretrain-5556552092125886605,63,male
pretrain-6068657363703679352,46,male
pretrain-5541186846624433836,58,female
pretrain-6001854301505575951,57,male
main-6232677010777147805,41,female
main-6332062124509813446,49,female
main-6252715610193380046,44,female
pretrain-6207048940921860405,48,male
pretrain-6002640280520743957,58,male
pretrain-6092051191571527782,42,female
pretrain-5540119976748105533,54,male
main-6150964828473972325,47,male
pretrain-5941641866362287742,58,male
pretrain-6166028567271216255,46,male
main-6000292651266335664,50,female
pretrain-5970345562298241779,43,male
pretrain-6120520382293061876,38,male
main-5971440779089133573,48,male
pretrain-6091339945117726163,60,male
main-5726904668477317336,49,female
pretrain-6260396300208823554,56,male
main-6227497280218130257,40,male
main-6077431981889418654,36,male
pretrain-5977506990767534790,55,male
pretrain-6100934042933064381,59,male
main-6226739647987179825,42,female
main-6143608837986107506,38,male
main-6166028567271216255,40,male
main-5716756519750312689,56,male
main-6214153675822970798,54,female
main-5891394614469626449,39,female
main-6087203891481197747,57,male
pretrain-5864094084349423079,44,male
pretrain-5576857409011173607,57,male
pretrain-6083388672032218603,57,male
pretrain-6255224300590975746,46,male
main-5550881446804971382,48,male
pretrain-5977037980338812947,43,male
main-6308312673349834578,52,male
pretrain-5989937055618942609,65,male
main-5884931547682632545,48,male
main-6048595571463995931,35,male
pretrain-6111272888207973712,47,male
main-6121981530167163556,59,male
main-6375923619026758902,35,male
pretrain-6111986711772568049,59,male
pretrain-5992101719136126266,59,male
main-6248656866098592084,49,male
main-6013960955189111724,42,male
pretrain-5880493987472387907,54,male
pretrain-6083017586857843792,56,male
main-5999241243272272436,46,male
main-6041544953150876623,48,female
pretrain-5988514562450442432,55,male
main-6388772443189516866,60,male
pretrain-6250454309911968203,48,male
pretrain-6251555969023461325,52,male
pretrain-5956181189652686885,55,male
pretrain-5957285425744490519,45,male
pretrain-5573127229914595077,46,female
main-5985797136642257527,55,male
pretrain-5991100562259362799,53,male
pretrain-5996195252465887058,48,male
main-5963524295238727185,55,male
main-6251927054197835730,55,male
main-5944696876599995482,42,male
main-5999627790328914815,40,female
main-6086380546250615196,36,female
pretrain-5963602893140182120,59,female
pretrain-6155112478391723923,48,male
main-5547541680235599469,51,male
pretrain-6114992759383040695,55,male
pretrain-6227021827338527044,50,male
pretrain-6116840454313782633,57,male
pretrain-6223287782771382853,57,male
main-5941434419441951036,43,male
pretrain-6153241590637587791,49,male
main-5902403474642752693,42,male
main-5965754671755540013,47,male
main-6251544372611696966,49,male
pretrain-5563498342733682518,57,male
pretrain-5967358842040536631,62,male
pretrain-6259031789098821587,43,male
pretrain-5895337394447370328,53,female
main-6094717077772157547,43,female
main-6092631012156491804,43,female
main-6081274259632394021,38,female
main-6261598461554910275,48,male
pretrain-6035986406476391226,61,female
main-6374802632562566873,44,female
main-5958073981740748393,52,male
pretrain-5910922971771108903,61,male
main-6117598086544797118,53,male
main-5552363210522097784,47,male
pretrain-5881931942523103543,56,male
pretrain-6232325252955631761,35,female
main-6284992289422754937,54,male
pretrain-6067367585024630116,56,male
main-6352916338215591806,39,female
pretrain-5994018992537001343,52,male
pretrain-6192402672945788438,42,male
pretrain-6103547101036014479,38,female
pretrain-5957621721683829319,56,male
main-5879744086182570414,46,male
main-6093060079389360614,37,female
main-6362162543810362236,42,female
main-6213759397825135273,55,male
main-6150941635650641046,45,male
pretrain-6112781710219058868,54,male
pretrain-5939817364255006844,56,male
main-6105750419258864270,39,female
pretrain-5988912706049265750,45,male
main-6302978323968228875,46,male
pretrain-5557758118942575177,48,male
main-5990800344045436439,41,female
main-6244462830534109905,44,male
pretrain-6118792516949821655,56,female
main-5543208487730661326,51,male
pretrain-6021506353734673344,45,male
main-6122004722990561959,39,female
pretrain-5966361550635111880,44,male
main-6080371028009984445,45,male
main-6284605742496604171,53,male
main-6094521227263459924,58,male
pretrain-5987331728457182076,41,male
main-6093527801327895055,48,female
pretrain-5983937845299877829,59,male
main-6075990161368147161,36,female
main-5973041083773852889,48,female
pretrain-6222978545126070829,57,male
pretrain-5962843972419044287,52,male
main-6254153565244082862,56,male
pretrain-6059016880241480758,53,male
main-5970605837316382087,48,male
main-6349174562707247076,42,female
pretrain-5973410880458038503,33,male
main-5854451023776431438,44,male
pretrain-5720705742178988057,42,female
pretrain-6216639173397168149,33,female
main-5673474845818339316,42,male
main-6118409835363804230,51,female
pretrain-6125754229439910296,52,male
pretrain-5939501684158748834,52,female
main-6126264471554746502,42,female
pretrain-6166832585149095289,39,male
pretrain-6177733212146352643,41,female
main-6244833915708484349,50,male
pretrain-6033436484392819747,43,male
pretrain-6095331687592157754,57,male
pretrain-5695732225339666208,59,male
pretrain-6067528646428695098,53,male
main-6234339163120634114,45,male
main-6327980187591690710,34,female
pretrain-5565473598193115604,49,male
main-6392282290463747809,50,male
main-6109113378651605686,42,female
main-5958808421278136677,48,male
main-5992940526248969339,46,female
main-6139511439185779655,51,male
main-6239379736739226711,47,male
pretrain-6281621599088846732,50,male
pretrain-6261613923437239642,36,male
pretrain-5989899689403402442,59,male
pretrain-6073094924044313551,47,male
main-5568172985138654348,43,male
pretrain-5558303150292462174,50,male
main-6129101726950487528,52,female
pretrain-6141011241765483892,43,male
main-6116089264533712111,54,male
main-5707108305216594023,46,male
main-6124358794565444889,42,male
pretrain-6298351355700308615,44,male
main-6210767523606736010,47,female
pretrain-5711190242134719280,55,male
pretrain-5978870213387284900,57,male
pretrain-6130887574352161829,57,male
main-6165296704843982454,55,male
main-5596613829076032803,25,female
main-5537893465701857051,51,male
main-6217818141919855967,31,female
pretrain-6260462013208452361,54,male
pretrain-6114258319975424609,47,female
main-5880493987472387907,69,male
pretrain-6099712554234137399,58,male
main-6097949899655865516,42,male
main-5992101719136126266,55,male
pretrain-5911672873060989955,48,male
main-6076450152365488270,39,male
main-5860401271468248377,55,male
main-6096492617382738688,35,male
main-5992979180954701778,56,female
main-6357353898425821669,45,female
main-5572404386918676247,62,male
pretrain-5987291785261261908,58,male
main-6104911612145955230,48,male
main-5962833664497533869,44,male
main-6145464263857983428,44,female
pretrain-6284598011424982129,62,male
main-5940930619778130184,54,male
main-5555840845541668299,51,male
main-5878112857603485380,49,female
pretrain-5982507621190309020,49,male
pretrain-5904042434162906029,38,male
main-6177006503679867997,43,female
main-6349916733056066377,37,female
main-6363306723098082453,53,female
main-6220454392846212307,45,male
pretrain-5542132598423013227,56,male
main-6235300376801571170,57,female
pretrain-6170914522067217718,48,male
pretrain-6223310975594781256,43,female
pretrain-6085986268252842365,56,male
pretrain-6053071786379896398,45,female
main-6371389422052370754,33,male
pretrain-5542042404109797485,35,female
main-6124973404385561002,46,female
main-6364319476386415444,53,female
main-5982082419428003448,51,male
pretrain-6040802782802129908,64,male
pretrain-5980407382182590007,32,female
main-5558036432823356505,41,male
main-5960292761845220619,40,male
pretrain-5557795485158079913,60,male
main-5983671127830793977,46,male
pretrain-6212592025714146595,51,male
pretrain-5939825095196073869,54,female
main-5558044163764488872,29,male
main-5923581099385860542,57,male
main-5566838109303054928,48,male
pretrain-6217721505155762065,46,female
main-6017455340581084607,60,male
main-5991881387314491641,28,female
main-6264540084655944749,64,male
pretrain-6220690186550759224,53,male
pretrain-5932372467944047801,43,male
pretrain-5868204368051630981,63,male
pretrain-6129151978067851442,49,male
pretrain-5985933716602330653,45,male
pretrain-6259306237509098669,40,male
pretrain-6117961440778038750,49,male
main-5912778397642980929,44,male
pretrain-5983191809480500226,52,male
pretrain-6093779056914711069,43,male
pretrain-5569064620349304030,56,male
pretrain-5553502235848996084,44,male
pretrain-6159499787484592707,50,female
pretrain-5973624769828675668,55,male
main-6309824072341293478,33,male
pretrain-6170489320304850765,42,male
pretrain-5540618622451171190,53,male
main-6315421273721446605,53,male
main-6131703188641672284,47,male
pretrain-5918715760433008383,55,male
main-6223013334361101823,36,female
pretrain-5950237384411813178,47,male
pretrain-6107532401189976534,44,male
main-5948684753734335751,51,male
pretrain-5541225501330096046,37,male
main-6076457883306621063,57,male
main-6050450997335875180,33,female
pretrain-5975878339168891066,55,male
pretrain-5727686782021918545,48,male
main-6079063210468441197,43,female
main-5990315871734379422,49,male
pretrain-5958704053442423269,57,male
main-5971077424725417987,48,female
main-5658894290841894014,41,male
main-5856347681334349385,47,male
pretrain-6048924136462145896,55,male
main-5569806790698052907,55,male
pretrain-5981765450841559994,46,male
main-6227021827338527044,36,male
pretrain-6129167439950051536,50,male
main-6119809135708779685,55,male
main-6078328771191220906,54,male
main-6090833568343111686,43,male
pretrain-6248946776391075076,54,male
pretrain-6131022865821985845,43,male
main-6120566767939794133,59,male
main-5918715760433008383,47,female
main-5537751731781090844,43,male
main-5570920046221178499,58,male
pretrain-5711561327309093749,54,male
pretrain-6046044361020639569,45,female
pretrain-6090559119932897267,31,female
main-5933106907351729824,43,female
main-6115814816123558622,38,female
main-6325796196721673967,36,male
pretrain-5970716647472558665,50,male
pretrain-6061599014449425173,54,female
main-6158807868253208156,46,male
pretrain-5991800212431881241,55,male
main-6254458937418828486,53,male
main-5587618879068041101,44,male
pretrain-6215147101758537545,49,male
pretrain-6295769221361883154,40,female
main-6125383144265536003,55,female
main-6086855999130282436,49,male
main-6367813861908922495,44,male
main-6228958428092234131,44,female
main-6075247991019398306,33,male
pretrain-5956558717278005294,47,male
main-6350921755403330389,45,male
main-6076102260144974001,65,male
pretrain-6108742293477231256,44,male
pretrain-6084250671968458050,64,male
pretrain-5950806897075206855,41,male
pretrain-6158757617135840375,60,male
pretrain-6265014249045490198,53,male
main-6382506515401378320,50,female
main-6114300840151718516,42,female
pretrain-6226320888675819792,52,male
main-6109813028824058222,43,male
pretrain-5908680998842594835,52,male
main-6121680023462922047,48,female
main-5687865992737034522,44,male
pretrain-6116104726415977713,52,male
main-6116484831021673785,56,male
main-6114571423091304569,55,male
pretrain-5659698308719705308,43,female
pretrain-6254153565244082862,55,male
pretrain-6166616118797379105,35,female
main-6349847154585871175,50,male
pretrain-6125746498498782358,54,female
main-6011363358968483893,53,male
main-5553502235848996084,46,male
pretrain-5694618969816540249,53,male
pretrain-5987034087353994730,39,male
main-6010760345560793772,37,female
main-5535864093654496929,43,male
pretrain-6168997248666215583,48,male
pretrain-5681963419182164492,39,male
pretrain-6110226634174728971,33,male
main-6250888531105659657,43,female
pretrain-5920926809596927577,45,male
pretrain-5917834433143869120,41,male
pretrain-5587989964242415540,48,male
main-6116906167313474521,33,female
main-5564611598256805827,42,male
main-5902699827386178597,38,female
pretrain-6174022360402606976,40,female
main-5959179506452511090,49,male
pretrain-6013960955189111724,41,male
pretrain-6116484831021673785,47,female
main-6213017227476386439,49,female
main-6212549505537914636,47,female
pretrain-5578955071038543747,56,female
main-6008162749340172327,32,male
pretrain-5988147342746628873,56,male
pretrain-6201111578131862332,64,female
main-5546420693771341678,39,male
main-5687877589148733737,49,male
pretrain-5582794771801168835,51,male
main-5976145056638036431,54,male
pretrain-5678905831964135158,55,male
pretrain-5883091583693023549,43,male
main-6216260357281660909,44,female
pretrain-6265286120475323787,56,male
pretrain-6111355351580119780,53,male
main-5543830828491851790,48,male
main-5871201396230780116,47,male
main-5859647504707866698,46,female
main-6197385264505878665,44,male
main-6173666737111168345,22,female
main-5537143564411975377,40,male
pretrain-5944628586619992972,31,female
main-5860778799093633220,48,male
pretrain-5966639864515187027,49,female
main-6092785631109560111,52,male
main-6201869210362941115,43,male
main-6383716407688597209,46,male
pretrain-5958414143149877417,55,male
main-5654132031104085226,30,female
pretrain-5978015944392149397,61,male
main-5648542560665067697,45,male
pretrain-6122746893339311718,43,female
pretrain-6040060612453378942,53,male
main-5917996782907657938,36,female
pretrain-5553479043025594273,49,male
main-6125812211498406425,59,male
main-6253028713309196084,41,male
pretrain-5938777552672646049,44,male
pretrain-6174795454515819101,59,male
main-6128320901896073757,45,male
main-5683486414585323369,46,male
pretrain-5673822738169313858,46,male
main-5567209194477429365,48,male
pretrain-6216268088222793710,38,female
main-6094903908849535584,60,male
pretrain-6103210805096647260,47,male
main-6083040779681242195,38,male
main-5540119976748105533,51,male
pretrain-6120566767939794133,52,male
pretrain-6041181598917637143,39,female
pretrain-5860857396995083616,64,male
pretrain-5945422296576227957,49,male
main-5971796402251471627,47,male
pretrain-5948684753734335751,61,male
pretrain-6111659435264613731,52,male
main-6092043460630331186,65,male
pretrain-5982082419428003448,50,male
main-6277199500760946671,49,male
pretrain-6102070491279641383,35,female
main-6390299304063246834,45,female
pretrain-6106790230841227678,40,female
main-6103145092097113577,45,male
pretrain-5945344987164963843,55,male
pretrain-6057517077531257665,38,female
pretrain-6243057087738130259,40,male
pretrain-6014826820595920814,47,male
pretrain-6130949421881224236,54,male
main-6114242858093159007,61,male
pretrain-5971796402251471627,38,male
main-6329893595522062514,55,male
main-6229337244207802529,40,female
main-5937559929444227055,42,male
pretrain-6127207646372950530,40,male
pretrain-5983991961887807435,41,male
main-5996956750167467138,38,female
main-5977335621572421710,53,male
pretrain-5937946476500801298,50,male
main-6238243288392768613,48,male
main-5553830800847136746,51,male
main-6015277792162728013,38,male
main-6374083655167624227,50,female
main-5717127604924687163,57,male
pretrain-6128030991603588260,49,female
main-5865279495323051989,52,male
main-5540618622451171190,38,male
main-5970683146858119298,47,male
main-6119503763534098366,41,male
main-6139403206009858901,46,female
pretrain-6216690713004657292,61,male
main-6237896684532003355,36,male
pretrain-6249286937800981129,40,male
pretrain-6121633637816186938,36,female
pretrain-5862681899102430561,51,male
main-5991730633961751803,58,male
pretrain-6102825546530280266,51,female
pretrain-5551822044642795487,59,male
main-5970009266358964962,42,female
pretrain-6135731008971836116,50,female
pretrain-6117551700898063367,41,female
pretrain-5955816546929256478,55,male
pretrain-6126585305611694607,35,female
main-5566467024128680493,51,male
pretrain-6190350108075027208,48,male
pretrain-5936914395859576021,53,male
main-6092777900038660906,50,male
pretrain-5950608469586187586,51,male
pretrain-6131062809017838651,39,female
pretrain-5547533949294466668,42,male
pretrain-5936179956452020142,41,female
main-6290543105156109528,45,male
pretrain-5970296599671005453,57,male
pretrain-6007281422050366617,44,male
pretrain-5983004978403184340,39,female
pretrain-6217470249569594159,47,male
pretrain-6250888531105659657,36,female
pretrain-6131007403939720243,36,female
pretrain-5990246293264252182,51,male
main-6210299801668267679,41,female
pretrain-5955897721941637066,50,male
main-6376623269199281113,58,male
pretrain-6092043460630394981,45,female
pretrain-6100852868051227315,36,male
pretrain-5972943158518864203,50,male
main-6257910802634626105,50,female
pretrain-5971692034545539308,50,male
pretrain-6260508398855249166,36,female
pretrain-5721221138254514985,54,male
main-6075303396097453912,53,male
main-6113829252742555755,53,male
main-6080555282106983088,50,male
main-6236411055344229545,45,male
pretrain-5954641443877070848,53,male
pretrain-6095630617316018728,58,male
main-5568322450000555157,53,male
pretrain-6189994484913377476,61,male
main-6263105995075872166,37,female
pretrain-5860420598821146787,50,male
pretrain-6227126195043819856,48,male
pretrain-6218993244972756022,59,male
pretrain-6211436250014789365,50,female
main-6091923631042836567,47,male
main-6117277252487848891,36,female
pretrain-6224091800649194117,48,male
pretrain-6110574526525641240,51,male
pretrain-6078958842763146773,41,female
pretrain-6212928321653421884,35,male
pretrain-5986632078284600430,41,female
pretrain-6111703243931095806,42,male
main-6210435093268505324,41,female
main-6358757064241425994,40,female
main-6364025700623369025,38,male
pretrain-6262622811255072126,54,male
main-6114710580031693461,48,female
pretrain-6214462913468218737,44,male
main-6129706028848970263,54,male
pretrain-6122835799162338927,37,female
main-6150222658125223462,57,male
pretrain-6091204653517486115,47,female
pretrain-6094641056850952158,65,male
pretrain-6122035646755033360,49,female
pretrain-5900532586888676925,43,male
pretrain-5925352773395457907,56,male
pretrain-6112764959846604197,52,male
main-6284219195309469824,43,male
pretrain-6240411817380452771,44,male
main-6047057114178639659,49,male
main-5918715760432946552,36,female
pretrain-6218834760678885377,57,male
main-5971768055466614577,50,male
main-5552430212011911237,53,male
main-6391783644760745881,50,female
main-5694224691818767962,44,male
main-6111659435264613731,48,female
pretrain-5687865992737034522,57,male
pretrain-5939442413610002071,47,male
